ANNUAL
2715.6
1385.9
267.1
800.3
1328.7
1093.3
955.7
650.7
787.0
3216.4
937.1
1183.1
859.3
3185.4
1974.0
808.6
1216.0
1118.9
653.5
1152.4
564.4
2991.1
3842.4
933.5
3165.1
853.3
928.5
1124.7
1541.6
809.2
3262.8
612.1
204.3
1167.1
678.2
808.9
961.8
383.1
765.0
746.4
1922.4
3332.6
817.3
337.3
1055.8
1248.5
752.9
3216.4
1919.2
1308.9
1219.2
733.0
1031.9
913.5
2616.6
1614.9
2530.8
3552.5
1648.5
769.2
911.2
1354.5
1118.5
1459.2
278.3
845.0
2242.3
1013.2
1309.3
784.6
2702.3
601.0
1082.3
564.7
3484.7
759.8
1180.5
2981.4
1458.8
902.3
2406.1
1395.6
683.3
768.8
1214.0
2618.0
248.5
2743.5
899.5
1287.6
1412.3
698.5
2544.7
2869.1
1112.5
423.2
1141.4
760.5
972.0
667.0
955.2
1249.4
837.9
941.2
945.7
3111.6
2800.3
1167.7
903.5
1431.8
780.6
2848.6
843.3
1239.7
1190.5
1213.9
632.9
1225.0
1465.0
3373.2
583.8
1095.2
3410.8
260.8
2418.9
2770.5
955.0
2709.5
1146.5
995.5
1096.4
2334.8
758.4
334.9
1157.0
2956.4
329.7
1660.7
986.7
3252.4
1957.0
872.9
1244.2
1583.1
1185.5
2522.3
3278.0
2379.1
1493.4
739.6
553.8
762.8
907.8
1170.0
3053.1
2502.8
1807.8
1560.7
746.7
2340.2
371.8
3096.2
1448.0
4959.3
777.4
1269.9
1006.4
977.5
493.3
988.8
626.9
666.3
1945.3
1028.1
1424.7
849.1
1322.6
398.4
2935.1
588.4
2865.0
1010.7
519.5
826.5
3133.2
1922.9
1545.5
2423.0
769.5
678.6
1085.6
1488.9
1132.8
1759.7
963.0
1261.4
1392.6
1252.7
2390.5
727.3
878.3
992.3
2451.6
1100.2
3663.6
391.3
3324.7
662.2
899.0
1184.2
2638.9
2093.2
434.3
2735.5
2559.9
1047.1
712.7
1146.3
1290.4
879.6
945.2
2760.5
3464.2
3287.7
3184.5
986.0
2851.3
1387.2
2031.0
879.8
893.2
403.7
1107.7
1168.0
649.7
1737.1
147.2
2034.0
977.7
1222.4
1583.0
806.8
3226.8
3576.4
934.1
764.9
505.9
1396.3
927.9
2507.4
743.8
1397.2
2744.2
1334.1
872.7
1605.3
2998.6
1227.0
1001.0
1162.6
1034.3
1544.3
1032.3
1210.1
890.5
660.8
490.3
1594.1
1023.7
390.3
1068.4
1034.9
1488.5
1901.2
810.6
477.2
3402.6
2987.5
714.9
895.5
1251.1
1812.9
1482.2
2462.6
547.5
965.7
1023.9
1063.6
632.1
1780.7
1860.0
3174.8
3071.5
840.7
3027.2
466.8
1288.6
2358.8
3266.2
2149.0
622.1
510.9
530.5
1300.2
1005.8
2382.2
1334.2
1174.3
785.1
1108.3
1411.0088997555013
756.8
536.4
1544.2
4090.9
1034.9
1822.5
1022.0
2976.3
685.3
685.8
910.2
361.3
1535.4
953.7
4369.1
968.0
2992.9
3020.7
179.0
3047.6
1371.9
1223.7
571.3
2545.7
1204.0
1395.7
871.3
1599.9
1380.8
1101.3
1390.5
1521.0
1250.7
2184.5
1017.6
1715.3
1114.2
1177.9
1359.2
669.9
2418.7
605.2
272.0
322.9
1222.2
1245.5
1275.2
986.1
878.7
591.6
1178.8
1791.0
1411.0088997555013
793.7
1467.3
935.3
493.6
3449.0
859.5
1191.5
591.2
1905.0
2648.3
934.7
869.1
1316.4
725.5
338.2
707.7
1080.8
279.8
2617.4
3018.4
832.4
1071.1
710.9
869.2
937.6
997.9
2851.7
849.9
926.3
991.5
1420.0
826.8
1010.9
179.4
656.7
947.2
1038.6
1520.9
532.2
3565.5
664.7
729.7
738.6
1356.1
1335.6
1114.3
510.8
1247.0
1155.9
787.0
978.7
1450.0
3279.5
2664.1
421.3
3163.8
957.2
1028.5
3248.6
1443.6
1643.8
1484.3
1382.3
943.9
1029.4
1533.6
2984.5
1117.0
1591.6
1157.0
1475.8
595.2
607.9
1836.2
1228.8
1024.6
2520.5
389.4
1575.4
844.1
430.9
2569.1
247.7
689.5
2623.6
1041.6
3323.3
1478.6
743.6
4257.8
1477.2
1539.0
521.8
1085.5
4330.8
852.5
808.7
989.5
2952.1
1634.9
1383.9
2752.8
1615.6
2793.1
1238.0
1240.4
682.6
1287.3
1411.0088997555013
356.5
1116.3
927.9
2691.4
910.7
1018.6
2660.3
1122.0
1248.0
763.3
1230.7
929.3
617.2
385.1
595.9
2526.7
4220.2
866.3
1222.7
943.8
849.8
3090.1
1028.6
878.8
1411.0088997555013
956.6
464.0
3719.7
1637.8
2233.0
783.4
2950.9
1254.1
2237.4
1956.0
381.9
1550.3
437.1
1411.0088997555013
741.9
1556.1
2551.4
931.0
884.2
871.6
898.5
976.9
1173.0
478.2
1211.7
875.4
